sample,sub_sample,result_id,test_precision,test_recall,test_f1
1,1,1,1.0,0.821917808219178,0.9022556390977443
1,1,2,1.0,0.821917808219178,0.9022556390977443
1,2,1,1.0,0.821917808219178,0.9022556390977443
1,2,2,1.0,0.821917808219178,0.9022556390977443
2,2,1,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,2,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,3,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,4,0.9911504424778761,0.8484848484848485,0.9142857142857144
3,1,1,1.0,0.8658008658008658,0.9280742459396751
3,1,2,1.0,0.8658008658008658,0.9280742459396751
3,2,1,1.0,0.8658008658008658,0.9280742459396751
3,2,2,1.0,0.8658008658008658,0.9280742459396751
4,1,1,0.975,0.8357142857142857,0.9
4,1,2,0.975,0.8357142857142857,0.9
4,2,1,0.975,0.8357142857142857,0.9
4,2,2,0.975,0.8357142857142857,0.9
5,1,1,0.98989898989899,0.8270042194092827,0.9011494252873564
5,1,2,0.98989898989899,0.8270042194092827,0.9011494252873564
5,2,1,0.98989898989899,0.8270042194092827,0.9011494252873564
5,2,2,0.98989898989899,0.8270042194092827,0.9011494252873564
